age,income,employment_years,credit_score,existing_loans,loan_amount,utilization_ratio,late_payments,debt_to_income,risk
23,54083.83133812019,36,406,0,7254.505994231249,0.9574837273194887,2,0.134134468929867,1
33,91761.21683020517,2,743,4,29707.495196226635,0.7885561579403493,3,0.32374783402444784,0
63,58444.86134110267,18,335,4,1050.4439435421045,0.9871174664862822,0,0.017973247252848833,1
50,56268.716799701295,0,454,2,20676.808171211836,0.42802290857098346,3,0.36746542923334624,1
26,78217.27628538405,28,468,0,1000.0,0.6842976701874748,2,0.012784899289402428,1
37,50314.540756063565,22,571,4,8677.348946412258,0.650429810077354,2,0.17246205204340503,1
39,34306.125978482916,32,846,5,27488.18344358367,0.7188010669619226,1,0.801261659822053,1
62,77646.00759091388,22,719,3,21650.914035807917,0.13448490943719776,4,0.2788413043704452,1
55,48169.05584655709,4,483,5,10630.236676102544,0.36254739148963666,0,0.22068600866841254,1
46,40490.79944647974,6,536,0,10849.303657426495,0.9184038164117265,4,0.26794491108447926,1
25,102000.96317146374,5,808,0,15804.976886683537,0.48143804938500423,1,0.15494929062694587,0
49,56428.06393554576,21,740,4,19113.12792608578,0.9645793111733925,0,0.3387167057143323,1
57,69884.52164594666,12,421,1,25012.635061461573,0.2921528553804782,2,0.3579138051224297,1
40,60590.56482015553,11,716,0,11350.127963132043,0.9976815761329804,2,0.18732500673696326,1
41,42273.610192593434,3,834,1,2105.7194921023874,0.7278228180635791,2,0.04981167878752217,0
30,73788.67240043845,7,674,2,16255.74901639008,0.7987540816598391,1,0.2203014160245752,0
25,66291.5796757345,36,625,2,11340.553299932842,0.4571750549822823,3,0.17107079595033337,0
56,46812.403367201354,30,779,4,4594.930362012421,0.9163073091345587,1,0.0981562584165848,1
26,68663.80675712677,36,449,2,17381.351322502356,0.5909166108627598,0,0.2531370185166482,1
46,49713.79811739996,25,789,5,13295.089967257687,0.7128445422021715,1,0.2674325935801789,0
24,37910.0927978294,7,452,5,17452.097651758355,0.1853274442026574,3,0.46035491774785636,1
59,35886.654912957536,39,316,5,7844.446398502557,0.668512630803604,1,0.21858951238361798,1
59,65401.17241925957,32,647,4,18893.684242603988,0.8911710894359409,1,0.2888890755884998,1
55,52345.381401431114,28,758,4,4463.214425960172,0.2604549053943893,1,0.08526472262628597,0
21,90034.08038087923,4,501,5,8378.148882427335,0.7639533411713614,1,0.09305530580180862,1
44,59140.83773324086,27,722,1,13056.68615130178,0.1228606830951891,3,0.2207727629797016,0
56,44295.93413092836,39,579,5,28934.547319677717,0.933582714906267,2,0.653210004199347,1
26,63156.35277287824,16,721,1,21278.60294838795,0.9846254044280677,4,0.3369194390453433,1
61,34114.65356850787,22,764,2,23617.540034142316,0.418762060118285,1,0.6922989848545402,1
64,58317.37518950595,8,654,1,26336.616266745157,0.19636646474380137,0,0.4516083959739731,0
51,66383.3355295655,1,677,0,43822.65708648699,0.6927187313468305,4,0.6601454527238911,1
40,63913.44615270611,31,423,3,15332.712540467472,0.12685106273273117,0,0.23989807252504536,1
44,86055.99861039517,30,379,0,26363.207385038844,0.5342376531674681,0,0.30634944467257963,1
45,111950.34251688901,6,532,0,23101.082035215528,0.3446012576240979,4,0.2063511510179655,1
56,73427.9474268257,29,779,4,22968.260026460208,0.5260051485575892,2,0.31279997373410345,0
41,83575.9265557104,2,453,3,29193.91694432145,0.11644796326452128,1,0.34931012012007123,1
50,110869.2531931448,8,708,4,11645.495752124189,0.14645096476363584,1,0.10503810043562416,0
44,39875.48304367048,9,330,1,11010.519808508965,0.11437824595904411,1,0.2761225436805508,1
64,62612.54817550017,25,802,5,17558.124107854892,0.6572186830424026,3,0.28042500456362607,0
62,50440.06935826683,0,670,1,13538.401824624903,0.6040836259076877,0,0.2684056940616803,0
50,76853.15420522145,29,622,3,17548.006823985386,0.30984219868294405,1,0.22833164110775253,0
42,65432.378389532416,37,631,2,27501.990280424092,0.6819788160136192,1,0.4203116401592356,0
48,43631.35360192132,14,542,1,11174.826218349772,0.8957865312054776,1,0.25611917338859924,1
27,60218.95632694089,24,729,0,12562.568299250157,0.3495898909235023,0,0.2086148459804822,0
55,80938.45479311771,5,481,3,16394.488028212618,0.8487944270910888,3,0.20255499156881188,1
48,33925.507379498675,17,772,3,13173.452591798647,0.6962582224019633,4,0.3883052490398248,1
34,44053.10888722042,0,675,1,1000.0,0.13043839885568484,0,0.02269987352220889,0
30,41054.498299163824,2,380,1,10358.978858408484,0.43763490624649104,3,0.25232262693658275,1
36,66527.9311097382,16,849,4,20498.985937900034,0.5569814942731154,4,0.3081260095716315,1
36,84810.32159229921,7,719,4,26500.37400746117,0.7585292709592493,1,0.3124663780294804,0
51,20000.0,39,766,0,5763.051459698187,0.35841750242807524,1,0.2881525729849093,0
62,61887.971269571666,16,727,3,5725.740806153257,0.9844570943721391,0,0.09251783001923057,1
45,41515.58565449632,24,356,2,15241.870421738686,0.7160857664545772,2,0.36713610518674994,1
33,80108.05549659969,11,621,2,1000.0,0.43553230944792454,3,0.012483139102564367,0
26,55260.63448857492,28,841,3,11440.238376102981,0.18732253516940084,1,0.2070232903038462,0
64,62613.47878154795,24,794,0,1111.6635235888516,0.2632309842437289,2,0.017754380450051857,0
29,59973.2600959588,35,565,4,25952.49039873972,0.5388469840496409,0,0.4327343612339074,1
56,82484.3760637969,24,526,4,8845.350765196765,0.54522581946253,0,0.10723668150626971,1
63,100972.63061595566,28,353,4,28222.673490712215,0.7909468883392181,1,0.27950815303659604,1
40,37306.69340237118,10,303,2,23908.170827666712,0.7535589630150272,4,0.6408547273221252,1
38,40948.87764010696,3,738,2,9829.461618420666,0.2811457346660356,1,0.24004227184955368,0
63,66429.95805109415,13,609,0,6424.32290523138,0.6354609585024386,0,0.09670821860658343,0
41,43671.953033961625,37,388,2,13451.634006659291,0.1185596206685995,2,0.3080153982625551,1
24,78671.67540800548,16,619,1,14162.827005934374,0.4586926594459001,1,0.18002447427849225,0
53,81882.34918168675,1,674,2,17769.17555161921,0.7876947165144452,4,0.21700861943019759,1
47,49068.47375507084,7,800,4,8787.653683758568,0.4595577339584499,1,0.17908960705855323,0
27,44729.2546671705,35,533,0,20971.158988177624,0.8520366158212818,1,0.46884660037873654,1
26,54504.41956694562,9,636,3,17122.624439999196,0.9785397611127534,0,0.3141511197815464,1
35,62080.36427926037,6,484,3,12276.838746273088,0.6464913424294292,2,0.1977571956737776,1
38,66296.74379790384,35,737,0,9303.674756655815,0.23050366870758096,0,0.14033381164264627,0
52,20000.0,15,479,1,13520.920135210512,0.4417094871148697,0,0.6760460067605256,1
31,40650.88962299763,13,375,3,8464.789985379444,0.10853501956153766,3,0.20823135886774335,1
40,51918.01302258832,15,571,4,15467.509559068701,0.6424533314566774,2,0.2979218321074643,1
44,44060.213365062256,24,354,3,15683.509481759278,0.8394116508764183,5,0.35595627628520715,1
35,20000.0,3,376,3,17093.658267810715,0.6669460710307387,1,0.8546829133905358,1
27,22232.55069290613,28,595,4,29129.939277374833,0.8074776062651049,3,1.3102382933807721,1
41,33892.829488312665,5,518,2,13940.44224240342,0.819913534548298,1,0.4113094850109971,1
62,57694.31598293562,0,576,1,23036.78293699586,0.8659113185957173,6,0.39929033812983417,1
46,51275.95613037381,38,565,4,16836.699175805614,0.3399974046977988,1,0.32835466067169505,1
64,47368.61834942851,0,342,4,13094.045584812367,0.8841416705383797,4,0.2764286998666564,1
34,75930.29921585681,39,660,5,14046.725840390127,0.6886845986171418,1,0.18499500180366332,0
57,75922.67329847523,2,527,0,14529.388726655598,0.36075300093503826,1,0.19137087901971167,1
41,62998.37306963748,0,526,1,17238.14166182573,0.988565243496635,4,0.2736283624780428,1
38,62402.40565437317,0,362,2,7325.433878248241,0.9551641543585021,0,0.11739024804302353,1
25,42866.788981331774,38,470,5,3277.2769324402634,0.6169968848857594,2,0.07645258743003815,1
23,45260.15338686944,20,606,4,20234.379147794203,0.8588875405596071,0,0.4470682848738303,1
43,25847.01233749564,29,333,5,22184.990660650074,0.33534503984788455,1,0.8583193434881773,1
46,54984.97136443338,31,429,2,20965.08666242242,0.47443329694980096,0,0.38128757990012396,1
57,75714.82579422393,32,693,5,16239.776148451781,0.26557458466945033,4,0.21448607955049495,1
44,87086.5979354912,21,450,5,21137.79701962631,0.5680923783663232,1,0.24272158427045212,1
39,55104.40284189073,29,683,5,20707.43220813714,0.5464012870644988,1,0.37578543891587574,0
45,69833.3766401938,3,316,4,21301.034871639637,0.29153190336540974,3,0.3050265631775202,1
41,20000.0,22,313,4,8123.673429263092,0.7055215243444878,3,0.4061836714631546,1
32,51341.43359203152,24,380,0,6224.385622762951,0.20601126597287128,2,0.12123513480794215,1
61,50872.75239733473,11,506,3,11891.446025981835,0.15552230596274008,0,0.2337488235962802,1
53,89823.36628450766,16,503,1,14860.927123658756,0.44641447179614746,1,0.16544611651035288,1
24,67858.66921842836,14,678,0,13064.630982941684,0.4688423000062345,0,0.19252707330419805,0
62,69885.10845761215,9,843,2,1000.0,0.3877665458738375,2,0.014309200086689945,0
27,68846.56621997985,34,322,5,28773.540897081137,0.3321519738204254,2,0.4179371968261042,1
42,60908.854646644424,28,461,4,12807.632088914117,0.4048987105085773,3,0.21027537232831076,1
53,90647.30661698259,11,443,5,16381.63533261563,0.24703801655689273,0,0.1807183902532694,1
37,20000.0,0,403,4,24956.391926104472,0.46310722221958966,1,1.2478195963052237,1
44,62924.20817430836,0,681,1,1000.0,0.9141430361656994,0,0.01589213482400713,1
54,82596.05703279127,9,754,0,10906.449024706304,0.30198419308795443,0,0.13204563772791672,0
48,22172.130936147034,17,716,0,11903.061811361564,0.7160059939153154,1,0.5368478945772462,0
63,76758.35707544605,1,623,2,12309.519636394843,0.22760605935805542,2,0.16036715877459146,0
61,44776.73517469367,7,470,0,13612.107274288377,0.4185159616092077,1,0.30399954845259664,1
59,62196.31857684082,21,573,0,26577.07838755876,0.38905730249073067,2,0.42730950956082625,1
42,44392.81238109146,21,751,3,20387.67100581778,0.943326454967495,7,0.4592561253114399,1
37,79183.03353098044,25,424,1,22664.282149030638,0.485183850221628,1,0.28622649497462377,1
54,54232.76237552868,25,682,5,15376.96217448739,0.7214193494032455,5,0.28353639941870085,1
26,76915.93712714424,8,616,0,3805.015630835991,0.6422165280741964,2,0.04946979485598923,0
26,68706.59672528683,20,406,2,1000.0,0.2269270677562853,2,0.014554643188023884,1
54,44124.15031882323,30,762,5,2764.7382141469516,0.9455864059275565,0,0.06265816325459127,1
21,70037.18380791051,5,729,4,17878.125633328156,0.4112823626701869,0,0.2552661980579075,0
30,46728.61883974535,13,636,0,15254.15770158108,0.14028252020528476,0,0.3264414416761351,0
41,61282.561876799475,32,795,0,13318.690819551939,0.37039933615976894,0,0.2173324745516908,0
25,53868.112770204,6,661,5,12051.384746078907,0.40207035329409346,2,0.22372019598104192,0
22,77998.23732777547,23,731,4,31093.772603541976,0.18347079464085447,2,0.3986471190736687,0
42,70806.44541474836,8,819,3,8416.771272188205,0.6579796657419485,2,0.11887012860039808,0
22,59385.569027905156,10,705,1,22422.55564892847,0.41208778498739085,0,0.3775758322428831,0
30,46285.76445688678,22,676,3,15015.303488167952,0.6662211456978737,3,0.32440435335477863,0
54,34620.170203385635,1,451,2,14512.483905712024,0.10606650723016045,3,0.4191915816835815,1
36,62713.12838581396,14,621,5,24413.10038893395,0.9838435590916772,1,0.38928213306061643,1
59,47354.182136964824,34,513,0,26700.243061531557,0.2534647226902135,2,0.5638412882795681,1
42,22440.076848523495,35,364,3,13083.604344921294,0.6933978880344428,1,0.583046325252766,1
32,33399.42918007499,27,569,1,21393.621753937136,0.7442058729515639,0,0.6405385444940439,1
44,92517.50611083434,38,836,2,17911.13089720043,0.2544475147727285,2,0.19359720824881738,0
60,46800.47230021109,3,399,3,15059.497110479317,0.20054105389217672,0,0.32178087891671536,1
58,81643.25555020804,9,404,0,16634.039541256207,0.23731947266032782,1,0.2037405224614885,1
30,52867.005456034385,5,430,1,9495.929481241299,0.32213643026045014,1,0.17961920482026106,1
55,84791.55270321626,29,688,0,12551.204853351323,0.25140890619361794,4,0.14802423653311914,1
52,83343.28034948756,34,620,0,10354.91776197835,0.7065994842604735,6,0.12424418283701522,1
27,43486.091461986856,9,737,2,22211.013731431354,0.4787498833534606,5,0.5107613258562683,1
41,20240.4866638479,31,318,1,14238.3910756715,0.5840124350638268,0,0.7034609054683991,1
40,21933.590459393592,2,524,4,4618.287803079693,0.14260310992824243,4,0.21055776579897795,1
46,43826.76992088586,25,759,0,9212.502214695298,0.8751240667906509,0,0.21020262801309103,1
24,97792.68851115083,14,693,1,1000.0,0.253514397885573,2,0.010225713345491824,0
42,51788.758501549215,16,525,0,11044.059184942813,0.42413709830957935,1,0.21325205516584145,1
35,62904.87900146909,26,659,3,15301.160520777195,0.1647114758449903,0,0.24324282573407144,0
60,86066.7373240678,17,729,3,13910.91320906421,0.2231138211834967,0,0.16162937787086473,0
41,62206.42726223376,18,314,1,30841.23481225114,0.6992194689780953,5,0.4957885570608105,1
35,61517.8207704155,11,845,2,19599.248327320296,0.72332830203012,2,0.31859464593950243,0
42,72453.26387890293,23,713,4,19243.614824713208,0.7092689361628169,3,0.26560038560687393,0
48,65779.39511019974,4,654,3,1853.847723437777,0.5969231090614199,2,0.028182802841711138,0
34,58010.6578999303,23,756,2,12082.86356706294,0.957269497610716,2,0.20828695974981273,1
47,45571.01313605116,26,830,4,11106.697541410434,0.5564594446917188,1,0.24372285751584363,0
61,61569.77781730912,29,495,3,8711.350409535937,0.5044708263668018,4,0.14148744267657423,1
60,81887.99594166281,14,414,4,8600.954675893227,0.32279100914542913,1,0.10503315628850614,1
48,95640.09173997442,37,716,5,1000.0,0.18896457633995134,1,0.010455866172930832,0
46,65845.53283137821,33,651,0,4793.174362549373,0.5933394369695609,3,0.07279422242392761,0
22,75103.22270191945,26,374,1,21992.747222119593,0.3834011680235453,1,0.2928336019535086,1
45,65394.614143256236,19,335,3,13856.682464054542,0.5716228448714636,1,0.21189332861112234,1
23,58253.412711927944,31,541,3,10948.780653805328,0.28550717043443175,0,0.18795088809558208,1
28,70285.14157225369,3,362,0,14956.709322778335,0.8543554049871203,1,0.21280044385202979,1
64,83786.65668624968,4,808,3,24339.12542960921,0.9997274886931622,0,0.2904892782719605,1
53,42272.763279617095,7,487,3,15033.684167006286,0.39016315910858457,0,0.3556352365130378,1
62,30972.06595374182,21,392,5,19322.993047448304,0.8580948465342968,0,0.6238845376446011,1
55,49339.83500727068,6,304,3,8227.161260893941,0.8856875227531666,1,0.16674480690260907,1
26,64233.23886599408,21,737,3,10050.960394026246,0.9964664098813717,2,0.15647600170053633,1
59,77397.43235242463,29,465,3,17831.815080509405,0.40844811680018145,2,0.23039285075134391,1
43,40209.84350289024,36,745,2,30141.229666696912,0.7804372543426952,3,0.749598283428544,1
45,20000.0,15,324,3,26438.198876118993,0.30592810327778686,0,1.3219099438059496,1
63,49811.026866579676,14,807,0,19662.624555649112,0.662316401162929,2,0.3947444128850433,0
39,56121.71548683528,4,397,5,16211.470081285746,0.7343583125255538,1,0.28886269674148757,1
25,36754.53033177124,2,567,3,26208.554845017366,0.7670086232815867,0,0.7130700517307997,1
31,44878.18142365376,22,692,4,21357.42658436099,0.2864549517260155,2,0.47589777274495837,0
32,77345.66820173996,9,584,5,1000.0,0.8638530134465753,2,0.012928972277952396,1
30,61562.40139192198,4,408,5,6568.553217158224,0.4788746743532877,3,0.10669748204494388,1
28,66912.44237218636,22,326,4,17705.122602863452,0.29473256596109954,0,0.264601350289718,1
44,52886.35536778905,14,354,0,1000.0,0.5882779795347114,2,0.018908468792104734,1
48,44917.79178083348,17,432,2,7819.287961945103,0.8770214166462479,1,0.17407997258853697,1
61,52742.03541151712,24,351,0,9401.480450736206,0.9703791188003024,0,0.17825403167287004,1
56,69977.60388359384,7,792,2,12950.67275003333,0.7733870395550869,1,0.1850688224703504,0
57,30173.595773175664,30,597,1,12700.558334190337,0.10506059764422619,2,0.4209163014466157,1
41,93003.40519664023,20,698,4,12687.036582665385,0.22123068441936053,2,0.1364147533721024,0
28,71497.16991364806,1,317,5,21602.46013792251,0.16864658779497915,2,0.3021442689831395,1
29,49282.3979141857,21,545,5,12878.209076395726,0.19109236869449628,0,0.2613145792706811,1
35,76268.14235773002,7,802,5,11922.958943430129,0.44473146041779765,1,0.15632947879478146,0
60,84446.98134146216,22,388,4,4206.62316685187,0.404643983345765,2,0.04981377782874618,1
38,53393.23900795123,31,502,4,23194.7696158866,0.20231648314147904,0,0.4344139828721099,1
62,55668.304204698776,7,539,2,9628.01988842011,0.8940118164528241,1,0.1729533533663388,1
40,89869.4842694601,3,789,5,6303.757375989799,0.6538848186991242,1,0.07014346891197164,0
26,102379.50293836197,29,312,0,16704.72459895177,0.816816978060804,1,0.16316473629500744,1
32,60588.71315136215,18,614,2,8864.469900935497,0.43439444996988785,0,0.14630563086544457,0
22,36835.71305822051,22,497,5,10792.378081645646,0.46921241465881114,2,0.2929868105060924,1
27,50587.956901508835,17,542,4,17067.681394552554,0.38585908948305525,1,0.33738625633334274,1
36,80660.31488938403,28,806,4,12388.139009763549,0.49458395088864204,1,0.1535840645644937,0
23,39395.69407972411,22,342,4,33492.875002405075,0.6493395361195483,2,0.850165881952133,1
23,55834.33600481962,32,629,5,14401.371653446417,0.5436856070562173,0,0.2579303826986192,0
47,65851.6976286326,17,728,4,19942.705751033776,0.8541253055696052,0,0.30284269759452037,1
63,41545.70627184665,32,461,1,1000.0,0.9101252517488418,0,0.02406987604102058,1
60,81928.69123752153,6,734,4,8114.806944682159,0.5227154680308393,1,0.09904719362788694,0
58,73879.3503040875,27,532,5,6304.690440666302,0.3157731823137845,1,0.08533765409029977,1
53,100190.91819050585,0,410,2,7364.96221357897,0.950673177513378,2,0.07350927954942006,1
48,75629.21791715545,38,531,4,18324.30395069602,0.7615347787458304,0,0.24229133204535497,1
21,40782.20728867923,33,572,3,23284.520542219278,0.6761143774484919,0,0.5709480209690084,1
28,70607.38121818383,38,340,1,17757.044037076088,0.7708723602615783,0,0.2514899112630315,1
57,79760.43347031713,18,765,5,13186.843011469527,0.16838360415723058,1,0.16533063372050272,0
52,80789.57628250693,30,376,4,9953.159690300645,0.16086369487390528,2,0.12319856283805967,1
63,44463.157042185274,12,789,3,23908.79800949207,0.23780858732288868,4,0.5377215564519663,1
57,42073.2459528905,23,416,5,31570.043633238896,0.2327058706964792,0,0.7503591158283327,1
24,37207.25761781977,4,733,2,16080.445638269526,0.47860342736446404,0,0.4321857257915207,0
50,92094.63988277732,22,318,1,22514.90451257258,0.24166367405682776,0,0.24447573215152021,1
26,72457.57647684077,18,495,4,17746.9627983638,0.8690730798399369,2,0.24492901448389137,1
39,43575.627515825785,0,750,2,21044.039251724716,0.6202872378352232,1,0.4829314103183471,0
52,62543.77877514241,32,724,5,5683.625775119068,0.43143570671522624,0,0.09087435851218484,0
29,57526.25373197952,32,693,3,11094.909758863007,0.16266028440274038,1,0.1928668918813188,0
32,40548.37062068634,31,583,5,18163.755520364673,0.6319250163632126,3,0.4479527843493215,1
31,60723.678879132065,27,333,5,24699.927552655834,0.20487953853291369,2,0.40675940602709537,1
36,63813.905754408785,36,594,1,8454.926226898602,0.7688982253623455,3,0.13249347656979085,1
21,98625.06189303799,11,550,4,1000.0,0.8224822870694394,2,0.010139410620441809,1
41,46886.24948467454,8,638,2,11013.884588470006,0.5895786321638571,3,0.23490649624406526,0
50,25812.013516093233,10,739,1,23081.045714786,0.23464257322677173,0,0.8941978005859739,1
33,39020.925292880456,32,479,3,2328.8352712972046,0.8081764513664189,0,0.059681702927790674,1
54,42147.05153135555,18,527,4,5584.640862947326,0.37704501033340054,1,0.1325037140211955,1
24,51461.456479342094,33,322,1,16247.348688408896,0.30038782847811385,2,0.31571878838934503,1
48,39069.925417457154,6,626,3,14072.229977908288,0.5235009769165828,0,0.36018062045290106,0
58,76442.4401163788,30,453,3,19755.73185242582,0.9303816172446261,2,0.2584393148929961,1
51,37679.3447398104,1,445,2,5170.185916435366,0.36763596286707134,6,0.13721538822231075,1
47,60400.35936598461,18,551,5,12400.171246650658,0.9150206508753582,0,0.20529962696933896,1
25,100003.84367044349,37,601,3,24561.48321922478,0.1482879778658451,1,0.24560539193039058,0
45,71071.36543527248,31,369,3,5456.830450905729,0.17517133451615213,1,0.07677959213933326,1
23,69015.14023424718,9,842,5,26815.298370482153,0.7287049226217223,1,0.38854225724192143,0
53,97146.3240149032,7,392,0,6460.6641128904885,0.271533395303358,2,0.06650446301909847,1
24,84912.99128473946,25,462,3,21795.052619020888,0.3849586148769629,1,0.25667512461002995,1
45,71302.48734705207,29,380,4,12016.331918294994,0.22273568288252116,0,0.1685261253202522,1
40,53785.46300111062,10,362,1,5840.7339388881865,0.39902344221929353,2,0.10859317021715664,1
54,59546.22250420413,19,735,5,11024.807622779213,0.352413994503217,1,0.1851470531485155,0
46,58573.92264667587,19,347,5,19359.433505431953,0.7627038750900853,2,0.3305128396848221,1
25,51971.48904855783,8,744,5,14945.168040788072,0.7318210493701395,4,0.28756474587104003,1
55,64240.730237658485,7,373,4,23947.75529154675,0.9594344587855289,1,0.37278149241068814,1
48,67014.95394095313,14,841,5,26485.920487479052,0.7519795166557367,2,0.39522403478506896,0
49,35107.43065683548,33,456,4,5535.7546774571965,0.7253359777192464,1,0.15768042758718304,1
29,92640.84999924597,23,786,2,4949.84684071724,0.7247835001563866,0,0.053430498972726705,0
58,68195.95026146562,32,565,0,4561.649811033267,0.8946707100833585,1,0.06689033283565585,1
26,54744.340760987645,39,555,5,7806.431231615847,0.36661305958799506,0,0.14259795849398427,1
39,64423.51957458915,26,338,0,23833.716166557955,0.37008289827442387,1,0.36995364928740704,1
64,78607.377823172,20,354,5,19482.89560533388,0.767092428734443,1,0.24785072527366103,1
31,30666.27174828215,4,327,4,10639.779416620546,0.3058346234351147,0,0.3469537967952221,1
22,57898.78547039508,34,417,1,14911.179275017324,0.9208180037331729,4,0.2575387230297212,1
64,36282.88450275334,20,669,0,26234.444041327508,0.5813035525781974,2,0.7230528774341715,1
64,113140.0764195124,3,508,0,30264.08680783296,0.37011243528354865,1,0.2674921899081689,1
29,62763.72095537229,15,615,4,17075.074667542416,0.7984899367209842,1,0.2720532563657838,0
41,36445.08704800987,30,692,0,1000.0,0.3810885668877665,0,0.027438540582511967,0
44,131989.33561394786,25,743,2,17378.296758079785,0.9669504853646845,2,0.13166440059149256,1
54,49279.62842439222,34,558,4,22477.98503633078,0.9846902887524862,0,0.4561313823787828,1
42,55818.40163847585,5,497,0,16797.0585268486,0.7001166177695766,0,0.3009233162145997,1
23,57264.03520029275,32,744,0,20812.11934987827,0.20227050077520634,0,0.3634413690387623,0
32,43040.93886861929,20,604,0,17856.522995683074,0.3368879649399633,0,0.4148729898803876,0
48,64947.040349922856,15,638,4,5122.836660145078,0.5638752659944498,0,0.07887713793491073,0
50,20000.0,38,828,1,7910.092533092298,0.8663027050881834,0,0.3955046266546149,1
46,81717.96765754583,33,353,3,12430.78250295875,0.2663978472478258,1,0.1521181064493947,1
41,37443.90258525559,14,411,5,23523.318225906813,0.1939631131125391,2,0.6282282722092559,1
48,51693.569553793764,5,718,0,8872.927453435035,0.167029734870132,0,0.1716447041677325,0
46,75030.39347372325,1,604,3,18647.221065341175,0.5562708061240422,1,0.24852889878382028,0
53,55910.77963387769,23,737,3,17429.540751369575,0.8962308726352352,1,0.31173846734930155,1
41,56729.04505804747,27,384,0,27689.578120633043,0.13812331837950312,2,0.48810231323830566,1
55,39758.451145404586,0,823,0,14666.561774964684,0.29108938059418116,1,0.36889167843400494,0
54,101912.96434940901,0,551,5,1000.0,0.7239313142555516,5,0.009812294308028328,1
61,70629.6476441318,27,425,3,20174.963719174222,0.8432770916293438,1,0.28564440560182297,1
38,38344.30103461667,35,704,1,32104.441693072036,0.8266595763692526,3,0.8372676206586376,1
31,63563.64892115702,19,603,3,20699.06675893165,0.806561251588298,1,0.32564314840713954,1
43,36930.6401069738,7,327,1,8698.707265516743,0.21681982073200598,1,0.23554174095872554,1
42,94448.28587978898,0,565,2,6344.432966568282,0.4575138239646267,2,0.06717361683666012,1
37,63992.75921417092,25,351,1,7376.249331940758,0.9862701965485718,2,0.11526693679911397,1
25,40489.069441858665,24,810,5,31026.49504305637,0.9899988144292793,2,0.7662931124561821,1
64,73951.81471247833,9,506,4,12381.380475828511,0.6421846527587691,2,0.16742497157056685,1
31,54438.48655903373,11,810,0,9698.85284937578,0.7383404842490208,1,0.17816169152421663,0
50,34235.42688955038,6,500,2,13732.506846982133,0.9561554166567782,0,0.40111977838879187,1
35,67620.9266780042,11,583,3,12464.743611154387,0.5049350751170893,2,0.18433263522856944,1
47,67056.83668275787,39,656,1,27541.202878300028,0.22318017209541396,3,0.4107143169994122,0
55,82754.67265134797,16,346,2,6884.180071869576,0.7020539879644704,0,0.08318781104812263,1
53,61290.071138355954,4,436,4,24445.145853283575,0.9640920744104712,2,0.3988434896429016,1
40,62141.20573917102,13,429,1,15976.736771608677,0.727485484479665,1,0.2571037459213261,1
36,63202.66073090368,33,494,5,24656.21210742148,0.822989014321364,1,0.39011351456229976,1
54,91905.65989014058,16,663,3,27660.95234987241,0.48047392357355356,3,0.30097115218950526,0
22,53798.52953451859,34,731,3,15678.38107130476,0.18681683873036597,2,0.29142768783754747,0
55,69389.09937611462,0,368,1,12479.491123206675,0.25199387789656,2,0.17984800545635,1
60,72334.90904031224,35,757,4,15529.430654920825,0.9843893464919294,0,0.21468791294485867,1
48,66995.5303846152,14,839,0,14241.834623958946,0.5438658852948588,1,0.21257887716087745,0
59,53041.90787880859,18,634,0,1744.2683540901762,0.11081853115952489,2,0.03288472122977782,0
26,62412.08014615007,4,825,3,27419.842990280584,0.9598305526580564,0,0.4393355088641761,1
29,58126.84477134298,18,315,4,16966.280139049522,0.5480019207739477,2,0.2918837278333408,1
40,99184.20720223607,38,755,3,5695.2065195915675,0.8526415584626539,1,0.05742049747878785,1
21,50844.72429137388,4,809,0,1000.0,0.5936123278332042,1,0.01966772391702508,0
28,41748.42947495544,11,508,3,1000.0,0.19153205530728498,1,0.02395299685704087,1
43,59875.966171338485,18,457,1,21163.843493500026,0.654012623918752,1,0.3534614110933673,1
23,58466.03605142655,11,636,5,10048.179452743238,0.9976602486876484,2,0.171863531912868,1
24,63936.870403372595,35,540,1,11360.794655158934,0.13126400438134878,2,0.1776876876125558,1
45,50851.06795597337,11,357,5,18905.23411631059,0.8576147777635397,2,0.37177654032121127,1
58,62207.46959865753,17,604,4,10871.614751185773,0.3119327160856885,0,0.17476381568525312,0
35,62592.140779424226,33,644,0,19372.195328428104,0.45447960044096714,1,0.3094988458166985,0
41,78119.79378720009,32,313,4,15762.112515013723,0.4354385605956058,1,0.20176848594800492,1
55,61860.12767418304,17,658,4,14326.96333480611,0.9089174748422076,3,0.23160255035790017,1
34,62049.500612631775,28,676,0,2417.9967544680876,0.5540375699486544,0,0.03896883505257159,0
56,70326.92759417034,4,542,2,8442.149148489123,0.5024568581509847,1,0.12004148961554982,1
32,77353.10126363035,24,444,2,19820.282924694926,0.8362225979530987,1,0.2562312641757515,1
37,40326.48424746843,23,714,3,9543.82548108759,0.144016420874453,3,0.23666396064979858,0
59,34953.588802663566,28,693,2,24642.956446275926,0.1778106835857014,1,0.7050193496696986,1
29,93909.59258767622,37,657,1,33771.21059194719,0.11951997118866037,1,0.35961406775796184,0
55,74081.50875856316,32,457,5,20251.08240673058,0.7191846136067956,0,0.27336217561024956,1
33,55612.26727341194,9,317,4,26942.65513092126,0.5730545233712631,2,0.48447323678533893,1
35,60394.03873266262,36,646,3,20765.817906368546,0.8884199132814544,1,0.3438388679102838,1
38,52148.766133403464,32,357,4,10725.903818622497,0.5486796126753452,0,0.20567895683637483,1
